Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2024-11-02 14:15:00,69139.4296875,69269.5703125,69120.953125,69269.5703125,0
2024-11-02 14:30:00,69128.65625,69200.6953125,69128.65625,69132.6953125,0
2024-11-02 14:45:00,69218.328125,69218.328125,69045.5078125,69105.0078125,0
2024-11-02 15:00:00,69164.265625,69234.203125,69133.703125,69233.71875,0
2024-11-02 15:15:00,69307.40625,69311.140625,69170.4140625,69170.4140625,0
2024-11-02 15:30:00,69291.921875,69394.5390625,69291.921875,69306.015625,0
2024-11-02 15:45:00,69399.3359375,69399.3359375,69263.875,69263.875,0
2024-11-02 16:00:00,69370.9765625,69429.859375,69362.5546875,69371.75,0
2024-11-02 16:15:00,69456.234375,69456.234375,69315.15625,69362.28125,0
2024-11-02 16:30:00,69560.84375,69560.84375,69445.7421875,69445.7421875,0
2024-11-02 16:45:00,69549.9296875,69573.015625,69541.0078125,69557.828125,0
2024-11-02 17:00:00,69522.0703125,69570.796875,69472.3046875,69559.75,0
2024-11-02 17:15:00,69436.21875,69501.0546875,69436.21875,69501.0546875,0
2024-11-02 17:30:00,69335.2734375,69463.15625,69330.40625,69433.2734375,0
2024-11-02 17:45:00,69380.9375,69387.796875,69325.46875,69325.46875,0
2024-11-02 18:00:00,69265.546875,69399.6875,69237.84375,69382.9609375,0
2024-11-02 18:15:00,69264.828125,69306.8046875,69242.9140625,69258.2421875,0
2024-11-02 18:30:00,69430.734375,69432.5234375,69264.640625,69264.640625,0
2024-11-02 18:45:00,69419.2265625,69449.078125,69401.1640625,69440.609375,0
2024-11-02 19:00:00,69453.015625,69463.3125,69389.0859375,69408.6015625,0
2024-11-02 19:15:00,69429.5,69459.84375,69429.1171875,69445.7578125,0
2024-11-02 19:30:00,69488.984375,69488.984375,69434.125,69434.125,0
2024-11-02 19:45:00,69510.546875,69527.75,69499.75,69499.75,0
2024-11-02 20:00:00,69526.0546875,69526.0546875,69463.640625,69497.9140625,0
2024-11-02 20:15:00,69510.1015625,69536.03125,69490.703125,69509.9609375,0
2024-11-02 20:30:00,69520.8046875,69520.8046875,69482.640625,69503.5,0
2024-11-02 20:45:00,69504.5234375,69546.1171875,69496.90625,69524.9375,0
2024-11-02 21:00:00,69443.5234375,69525.4765625,69443.5234375,69525.4765625,0
2024-11-02 21:15:00,69449.4453125,69453.484375,69440.921875,69442.453125,0
2024-11-02 21:30:00,69456.765625,69491.1640625,69452.9375,69452.9375,0
