Close,High,Low,Open,Volume
BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
67851.3046875,67944.3203125,67644.0859375,67944.3203125,0
67742.8125,67794.375,67635.078125,67794.375,0
67946.390625,67946.390625,67640.65625,67724.0,197640192
67831.1171875,67966.859375,67826.6953125,67951.6875,198905856
67659.3125,67849.2578125,67637.3125,67845.6640625,161198080
67241.015625,67672.203125,67137.7109375,67672.203125,472256512
66936.2265625,67560.46875,66936.2265625,67298.9296875,717766656
67138.0625,67270.7265625,66858.5859375,66909.765625,401870848
67167.984375,67167.984375,66684.65625,67145.0546875,401334272
67360.53125,67411.3359375,67021.9296875,67158.34375,0
67336.1875,67477.0703125,67313.375,67347.3046875,0
67320.5546875,67413.1875,67272.7734375,67324.75,0
67495.609375,67535.7890625,67309.453125,67309.453125,0
67065.15625,67539.3203125,66923.3515625,67470.5,0
67831.6640625,67943.0546875,66988.203125,67039.3828125,0
68279.0078125,68357.75,67823.1328125,67823.1328125,0
68343.4296875,68397.015625,67933.5078125,68296.8125,325701632
68853.4140625,68853.4140625,68367.6796875,68367.6796875,295305216
68964.8046875,69138.5859375,68861.2109375,68890.109375,0
69073.0859375,69073.0859375,68789.1171875,68951.0703125,0
68916.78125,69206.484375,68913.0390625,69206.484375,0
68870.078125,68979.1640625,68808.90625,68853.1015625,0
68781.9609375,68872.15625,68723.046875,68872.15625,0
68529.71875,68779.8125,68529.71875,68779.8125,0
68516.578125,68654.9765625,68516.578125,68536.8828125,0
68623.6640625,68683.171875,68534.859375,68534.859375,0
68797.4296875,68797.4296875,68614.375,68621.21875,0
68739.9921875,68877.265625,68655.625,68799.3046875,0
68763.1796875,68779.25,68698.8046875,68738.4375,0
68706.1953125,68776.4375,68684.8046875,68764.375,0
68625.09375,68703.2890625,68615.6953125,68699.8984375,0
68734.328125,68756.2109375,68611.71875,68631.7265625,0
68874.6640625,69011.9765625,68737.140625,68737.140625,0
69067.7109375,69126.1328125,68854.953125,68871.265625,0
69371.890625,69422.4765625,69017.3984375,69072.1484375,64565248
69123.03125,69566.2578125,69123.03125,69367.1328125,316272640
69122.828125,69289.2890625,69037.140625,69109.8984375,186314752
69020.65625,69223.7109375,68894.609375,69116.75,0
69033.3203125,69075.609375,68985.625,69026.6796875,0
68916.7578125,69196.1875,68887.3984375,69024.8515625,0
68943.8515625,69013.75,68894.1328125,68930.34375,0
69066.328125,69078.1796875,68937.109375,68937.3125,0
69194.078125,69219.9765625,69057.8203125,69057.8203125,0
69155.3828125,69243.1796875,69123.328125,69194.8046875,0
69113.15625,69197.1796875,69074.6640625,69149.953125,0
69135.34375,69151.3828125,69052.1640625,69108.828125,0
69115.5625,69135.1015625,69052.375,69135.1015625,0
69273.1484375,69333.125,69107.4296875,69107.4296875,0
69158.0,69296.1875,69145.109375,69279.484375,0
69167.7109375,69241.375,69151.4375,69155.3125,0
68913.6953125,69167.8984375,68867.4453125,69162.046875,113649664
69046.8203125,69119.6875,68892.546875,68921.234375,31237120
68960.625,69058.484375,68928.0703125,69058.484375,0
69104.8125,69107.0859375,68921.6953125,68962.0703125,0
69081.2734375,69156.5390625,69043.53125,69116.796875,0
69300.953125,69394.9921875,69081.734375,69081.734375,267806720
69125.265625,69455.2109375,69054.875,69307.5703125,130827264
69054.5390625,69225.953125,68983.8046875,69134.078125,39901184
69183.5234375,69189.65625,69052.0703125,69058.625,0
69118.6015625,69202.640625,69040.1015625,69191.296875,0
68974.6171875,69116.1953125,68958.484375,69111.546875,0
69053.046875,69053.046875,68950.6015625,68968.34375,0
69236.1640625,69266.75,69020.6875,69100.8125,36660224
68799.09375,69326.2890625,68710.8046875,69246.5234375,446931968
68789.2265625,68914.859375,68712.9296875,68818.7578125,91119616
68728.6171875,68863.1015625,68728.6171875,68779.0703125,74140672
68775.7890625,68794.8359375,68700.59375,68752.2109375,4494336
68846.6015625,68873.78125,68763.6640625,68763.6640625,5271552
68683.0546875,68855.125,68683.0546875,68855.125,12565504
68441.015625,68683.2421875,68290.3359375,68683.2421875,485752832
68564.9296875,68669.9609375,68490.515625,68490.515625,273924096
68518.4765625,68540.859375,68362.5390625,68540.859375,120388608
68737.8671875,68773.265625,68476.765625,68476.765625,267295744
69069.84375,69239.796875,68712.5234375,68780.03125,444600320
69069.390625,69247.7734375,69007.6875,69046.4765625,360773632
68820.9609375,69140.9453125,68812.2421875,69078.4375,508429312
68779.71875,68859.1171875,68757.890625,68839.0,166426624
68498.3828125,68768.4609375,68349.71875,68768.4609375,528146432
