Close,High,Low,Open,Volume
BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
66731.484375,66755.390625,66420.3984375,66420.3984375,0
66791.2421875,66883.2109375,66702.4765625,66748.0078125,0
66569.640625,66783.390625,66489.6484375,66783.390625,98531328
66598.015625,66708.7890625,66527.2421875,66527.2421875,0
67020.9453125,67020.9453125,66610.40625,66616.9375,0
66753.890625,67065.3203125,66675.1875,67010.0078125,17344512
66770.7890625,66783.015625,66591.328125,66749.9921875,0
66654.5703125,66884.140625,66617.4296875,66780.1171875,0
66530.34375,66751.578125,66516.53125,66642.984375,0
66361.53125,66525.8828125,66310.0703125,66525.8828125,45625344
66459.5859375,66472.875,66239.3203125,66362.78125,60475392
66579.2109375,66586.203125,66385.7109375,66425.234375,0
66384.3671875,66730.4296875,66383.9609375,66576.8046875,137355264
66004.3984375,66373.7734375,65846.1875,66373.7734375,454072320
65139.81640625,66162.625,64831.91796875,66043.5,728725504
64549.55078125,65219.66796875,64529.953125,65219.66796875,918194176
64733.6015625,64859.5,64359.3125,64589.8828125,524474368
64852.71875,65074.01953125,64739.0390625,64761.05078125,450791424
64140.765625,64854.76171875,64099.12890625,64854.76171875,419041280
63997.36328125,64425.68359375,63787.73046875,64085.31640625,861655040
64060.80859375,64165.484375,63592.71875,63955.48046875,755214336
64332.8203125,64335.08984375,63977.140625,64051.7265625,352548864
64105.99609375,64338.44140625,63966.1171875,64336.1328125,339490816
64282.93359375,64307.3125,63844.0625,64078.984375,550993920
64550.89453125,64686.62109375,64201.07421875,64275.98828125,237594624
64104.39453125,64603.0703125,64104.39453125,64550.828125,180346880
64243.41796875,64310.00390625,63921.21484375,64071.5234375,218767360
64275.046875,64429.05859375,64140.80078125,64257.9609375,92936192
64320.06640625,64324.375,64088.953125,64279.45703125,21540864
64236.2734375,64349.44140625,64037.44140625,64324.83203125,0
64271.3828125,64379.0546875,64200.15625,64223.23046875,4003840
63978.1171875,64363.41015625,63842.33203125,64269.66015625,208097280
63854.30859375,64156.1640625,63751.265625,63997.984375,307664896
63945.56640625,64184.38671875,63835.59765625,63918.1328125,213950464
63458.68359375,63949.5546875,63447.37109375,63949.5546875,1055985664
63855.7890625,63970.71484375,63446.3984375,63446.3984375,550307840
63464.15625,64178.72265625,63339.0390625,63849.2109375,951177216
63457.41015625,63491.75,62783.6328125,63398.41796875,872124416
63238.70703125,63801.98828125,63238.70703125,63437.14453125,0
64029.4375,64121.98828125,63269.59765625,63359.16015625,0
64418.546875,64438.83203125,63985.30078125,64110.3203125,0
64647.92578125,64769.25,64393.7734375,64403.6640625,810551296
64632.87890625,64877.703125,64495.14453125,64675.42578125,75028480
64628.671875,64751.5703125,64568.86328125,64675.33984375,0
64837.83984375,64958.51171875,64500.19140625,64709.23046875,0
64742.01171875,65227.953125,64735.90234375,64809.6640625,191049728
64605.90625,64732.671875,64587.234375,64722.59375,0
64488.015625,64708.4375,64474.65234375,64607.13671875,0
64297.6875,64532.30859375,64160.23828125,64482.99609375,0
64442.49609375,64605.54296875,63986.703125,64324.0234375,384225280
64513.89453125,64633.734375,64357.4296875,64394.8359375,0
64344.0234375,64505.37109375,64344.0234375,64505.37109375,0
64222.078125,64379.99609375,64214.98828125,64379.99609375,0
64534.16796875,64539.69921875,64054.578125,64209.08203125,71927808
64423.01953125,64552.984375,64273.37109375,64552.984375,73205760
64303.16015625,64568.36328125,64271.56640625,64376.4375,0
64400.33203125,64434.35546875,64278.2890625,64294.296875,0
64455.546875,64555.1015625,64370.890625,64411.7734375,0
64111.90234375,64534.6875,64111.1640625,64463.62890625,0
64231.88671875,64232.08203125,64096.7890625,64096.98828125,0
64136.69921875,64457.015625,63999.22265625,64232.6484375,0
64468.14453125,64468.14453125,63723.75,64134.91015625,0
63815.3125,64760.46875,63815.3125,64507.3125,296642560
63475.76953125,64013.09765625,63367.2265625,63839.33203125,136290304
63688.34765625,63731.74609375,63322.3984375,63477.42578125,0
63960.6171875,64044.62109375,63567.5625,63677.859375,0
64038.59765625,64114.11328125,63942.91796875,63977.7890625,0
63877.546875,64097.55859375,63799.2890625,64041.1875,0
63900.3984375,64070.69921875,63803.20703125,63803.20703125,0
64051.37109375,64051.37109375,63830.15234375,63944.29296875,0
63799.63671875,64047.82421875,63700.15625,64047.82421875,0
63758.59765625,63896.47265625,63754.97265625,63800.94140625,0
62937.859375,63894.98828125,62852.578125,63753.12109375,243171328
62559.4296875,63217.33984375,62517.66796875,63134.0390625,580343808
62934.0859375,63265.1484375,62509.0859375,62581.515625,270473216
63071.0625,63125.24609375,62858.5703125,62927.6328125,0
62996.09765625,63115.5,62939.7265625,63065.57421875,0
62963.6796875,63057.05859375,62832.09375,63007.4609375,0
62980.1953125,63060.1640625,62829.421875,62961.24609375,0
62936.59765625,63102.82421875,62936.59765625,62982.7109375,0
62975.5625,62998.02734375,62906.9609375,62931.015625,0
62923.7421875,63006.30859375,62844.48828125,62974.1796875,0
62759.93359375,62945.82421875,62710.48046875,62945.82421875,0
62831.41796875,62884.5,62666.78515625,62756.921875,0
63010.40234375,63111.3125,62781.8046875,62826.9921875,0
63173.85546875,63189.58203125,62976.58203125,63010.984375,0
63094.37890625,63314.5625,63066.078125,63185.546875,0
62877.62109375,63147.2265625,62829.28125,63099.953125,0
62772.1796875,63068.41796875,62748.03125,62915.78125,0
63425.3984375,63546.51171875,62735.10546875,62735.10546875,243118080
