Close,High,Low,Open,Volume
BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
43735.87890625,43740.515625,43641.45703125,43728.3671875,0
43799.16796875,43919.234375,43736.0234375,43736.0234375,141361152
43859.3671875,43907.8046875,43799.5078125,43799.5078125,0
43859.2734375,43892.92578125,43827.5546875,43861.7421875,0
43824.2890625,43945.5234375,43807.4140625,43859.328125,0
43516.06640625,43824.39453125,43499.97265625,43824.39453125,632204288
43548.2578125,43570.91015625,43477.62890625,43509.5859375,302662656
43670.109375,43676.1015625,43556.2890625,43571.23828125,154294272
43644.53515625,43685.6640625,43605.421875,43666.8671875,83920896
43705.20703125,43713.73828125,43620.0546875,43647.85546875,0
43612.140625,43706.55078125,43447.6875,43705.90234375,434876416
43652.6015625,43660.2890625,43578.890625,43618.8984375,39418880
43677.28515625,43684.48046875,43595.80078125,43658.68359375,0
43793.69921875,43793.69921875,43659.92578125,43678.67578125,47054848
43749.3515625,43902.71875,43734.29296875,43790.1171875,307729408
43732.1640625,43827.59765625,43719.94140625,43756.25390625,51789824
43715.5,43739.14453125,43605.46484375,43713.66796875,165055488
43660.25,43734.27734375,43640.74609375,43693.7109375,115007488
43691.12890625,43696.5859375,43622.12890625,43652.4609375,0
43650.859375,43703.30859375,43600.203125,43686.14453125,0
43514.82421875,43644.3828125,43481.6875,43644.3828125,240162816
43520.42578125,43590.12890625,43508.71484375,43535.859375,284939264
43052.046875,43579.0546875,42786.91796875,43520.99609375,2424053760
43027.0390625,43202.87109375,42939.83984375,43021.86328125,597635072
42932.0234375,43114.0625,42765.76953125,43004.046875,651464704
43067.9453125,43090.3203125,42939.5,42939.5,101148672
43077.78125,43117.90234375,42901.28515625,43063.4453125,72382464
43167.4765625,43168.64453125,43038.76953125,43077.99609375,109221888
43117.6796875,43214.48046875,43110.9296875,43168.7421875,0
43227.9296875,43227.9296875,43114.88671875,43114.88671875,0
43252.0546875,43335.55859375,43227.359375,43233.92578125,0
43234.8203125,43289.88671875,43196.0703125,43251.62109375,114491392
43127.58984375,43304.71875,43123.734375,43231.5,210204672
43156.52734375,43193.98828125,43078.80078125,43127.6953125,207751168
43174.58203125,43214.01953125,43119.19140625,43166.82421875,0
43196.296875,43251.63671875,43093.89453125,43181.46875,223481856
43693.99609375,43693.99609375,43108.296875,43194.29296875,573034496
43645.15234375,43765.09375,43537.16796875,43677.23828125,1411633152
43640.52734375,43761.21875,43567.796875,43655.015625,171507712
43630.4140625,43756.77734375,43628.44921875,43695.87890625,354902016
43494.1171875,43707.5234375,43457.09765625,43627.5859375,494903296
43547.94140625,43643.453125,43492.69140625,43504.17578125,278734848
43412.78515625,43642.91015625,43412.78515625,43552.4375,360368128
43482.48046875,43489.39453125,43362.39453125,43441.51171875,504524800
43418.04296875,43491.9765625,43342.73046875,43487.2890625,235241472
43512.9453125,43512.9453125,43354.52734375,43425.3984375,38926336
43694.53515625,43722.0078125,43512.26171875,43522.0703125,0
43613.859375,43688.578125,43593.0234375,43688.578125,0
43440.2265625,43603.17578125,43429.04296875,43599.84765625,0
43508.58984375,43539.19140625,43444.5078125,43455.46875,15570944
