Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2024-11-02 14:00:00+00:00,2488.389404296875,2488.389404296875,2477.469970703125,2478.9169921875,0
2024-11-02 15:00:00+00:00,2488.22021484375,2490.314697265625,2480.12548828125,2489.038818359375,0
2024-11-02 16:00:00+00:00,2493.89697265625,2494.69873046875,2482.88720703125,2487.744873046875,0
2024-11-02 17:00:00+00:00,2485.3701171875,2494.1240234375,2479.818359375,2494.1240234375,0
2024-11-02 18:00:00+00:00,2488.14453125,2490.263916015625,2480.78173828125,2485.334716796875,0
2024-11-02 19:00:00+00:00,2492.24658203125,2493.165283203125,2485.904296875,2486.813720703125,0
2024-11-02 20:00:00+00:00,2493.673095703125,2494.81787109375,2491.40087890625,2492.2080078125,0
2024-11-02 21:00:00+00:00,2493.439208984375,2495.566650390625,2491.687255859375,2494.362060546875,0
2024-11-02 22:00:00+00:00,2492.4638671875,2496.641357421875,2492.399658203125,2493.425537109375,0
2024-11-02 23:00:00+00:00,2490.787353515625,2491.91357421875,2486.00439453125,2491.8984375,0
2024-11-03 00:00:00+00:00,2485.52783203125,2494.761474609375,2485.52783203125,2492.753662109375,0
2024-11-03 01:00:00+00:00,2473.612548828125,2485.23486328125,2471.965087890625,2483.30078125,124619776
2024-11-03 02:00:00+00:00,2432.7392578125,2474.169677734375,2430.642333984375,2472.432861328125,1104718848
2024-11-03 03:00:00+00:00,2449.649169921875,2451.442138671875,2427.957275390625,2433.02587890625,668926976
2024-11-03 04:00:00+00:00,2454.75732421875,2460.753662109375,2448.2734375,2449.327392578125,218301440
2024-11-03 05:00:00+00:00,2443.42724609375,2456.417236328125,2443.42724609375,2454.7236328125,69634048
2024-11-03 06:00:00+00:00,2455.4970703125,2460.883544921875,2442.08740234375,2442.08740234375,153657344
2024-11-03 07:00:00+00:00,2449.956787109375,2456.4521484375,2449.71435546875,2455.781494140625,14629888
2024-11-03 08:00:00+00:00,2459.44189453125,2459.60498046875,2444.095703125,2449.515869140625,336705536
2024-11-03 09:00:00+00:00,2447.70947265625,2459.260009765625,2447.70947265625,2458.5556640625,44701696
2024-11-03 10:00:00+00:00,2457.080810546875,2460.063232421875,2448.4638671875,2448.4638671875,63764480
2024-11-03 11:00:00+00:00,2454.14501953125,2460.81884765625,2452.06298828125,2456.80224609375,75655168
2024-11-03 12:00:00+00:00,2454.838134765625,2459.2119140625,2453.501953125,2453.501953125,0
2024-11-03 13:00:00+00:00,2437.677734375,2455.17333984375,2433.57666015625,2454.34716796875,0
2024-11-03 14:00:00+00:00,2423.95068359375,2436.960693359375,2421.252685546875,2434.31494140625,350628864
2024-11-03 15:00:00+00:00,2441.89990234375,2445.401611328125,2417.008056640625,2424.087890625,610746368
2024-11-03 16:00:00+00:00,2442.96875,2456.434326171875,2441.51220703125,2442.310302734375,571657216
2024-11-03 17:00:00+00:00,2445.255859375,2452.282958984375,2443.041015625,2443.041015625,167964672
2024-11-03 18:00:00+00:00,2421.745849609375,2447.0849609375,2412.470947265625,2447.0849609375,385041408
2024-11-03 19:00:00+00:00,2450.079345703125,2450.254150390625,2423.83935546875,2423.83935546875,509445120
2024-11-03 20:00:00+00:00,2464.412353515625,2465.31982421875,2448.623046875,2451.784423828125,357321728
2024-11-03 21:00:00+00:00,2468.4365234375,2472.53466796875,2465.008056640625,2466.08642578125,463190016
2024-11-03 22:00:00+00:00,2459.402099609375,2472.453857421875,2458.02490234375,2469.97314453125,95251456
2024-11-03 23:00:00+00:00,2456.174072265625,2458.989013671875,2447.200439453125,2455.069091796875,317135872
2024-11-04 00:00:00+00:00,2448.09619140625,2456.5263671875,2435.847900390625,2456.5263671875,184366080
2024-11-04 01:00:00+00:00,2464.807373046875,2471.18359375,2445.117919921875,2449.311767578125,402946048
2024-11-04 02:00:00+00:00,2482.327880859375,2482.327880859375,2462.3408203125,2464.935791015625,0
2024-11-04 03:00:00+00:00,2474.014404296875,2486.831787109375,2474.014404296875,2482.23291015625,0
2024-11-04 04:00:00+00:00,2471.203125,2479.0556640625,2470.784423828125,2471.8837890625,0
2024-11-04 05:00:00+00:00,2460.808837890625,2471.421630859375,2459.480224609375,2471.1591796875,0
2024-11-04 06:00:00+00:00,2475.71142578125,2477.948486328125,2460.65673828125,2460.65673828125,23077888
