Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2024-11-02 14:30:00,2478.611083984375,2484.0146484375,2478.611083984375,2482.823486328125,0
2024-11-02 14:45:00,2488.389404296875,2488.389404296875,2478.005615234375,2478.005615234375,0
2024-11-02 15:00:00,2480.7255859375,2489.038818359375,2480.12548828125,2489.038818359375,0
2024-11-02 15:15:00,2486.785888671875,2487.44580078125,2482.227783203125,2482.227783203125,0
2024-11-02 15:30:00,2483.35986328125,2490.314697265625,2483.35986328125,2486.6806640625,0
2024-11-02 15:45:00,2488.22021484375,2488.253173828125,2482.28271484375,2482.28271484375,0
2024-11-02 16:00:00,2485.76611328125,2490.81298828125,2485.744873046875,2487.744873046875,0
2024-11-02 16:15:00,2489.601318359375,2489.75634765625,2482.88720703125,2485.32763671875,0
2024-11-02 16:30:00,2493.517822265625,2493.517822265625,2489.583984375,2489.583984375,0
2024-11-02 16:45:00,2493.89697265625,2494.69873046875,2493.0380859375,2493.1845703125,0
2024-11-02 17:00:00,2491.981689453125,2494.1240234375,2490.458984375,2494.1240234375,0
2024-11-02 17:15:00,2487.192626953125,2491.43408203125,2487.192626953125,2491.287841796875,0
2024-11-02 17:30:00,2480.17236328125,2489.177978515625,2480.01318359375,2487.265380859375,0
2024-11-02 17:45:00,2485.3701171875,2486.1298828125,2479.818359375,2479.818359375,0
2024-11-02 18:00:00,2481.959228515625,2489.029296875,2480.78173828125,2485.334716796875,0
2024-11-02 18:15:00,2483.71337890625,2485.188720703125,2481.4853515625,2481.4853515625,0
2024-11-02 18:30:00,2488.412353515625,2490.263916015625,2484.162353515625,2484.162353515625,13597696
2024-11-02 18:45:00,2488.14453125,2489.214599609375,2487.6728515625,2489.115234375,0
2024-11-02 19:00:00,2488.616943359375,2489.444580078125,2485.904296875,2486.813720703125,0
2024-11-02 19:15:00,2487.528076171875,2489.09912109375,2487.39013671875,2488.67236328125,0
2024-11-02 19:30:00,2490.220703125,2490.220703125,2487.52685546875,2487.52685546875,0
2024-11-02 19:45:00,2492.24658203125,2493.165283203125,2490.671875,2490.671875,0
2024-11-02 20:00:00,2494.81787109375,2494.81787109375,2491.40087890625,2492.2080078125,0
2024-11-02 20:15:00,2493.0166015625,2494.5302734375,2493.0166015625,2494.0,1332224
2024-11-02 20:30:00,2493.93115234375,2493.93115234375,2491.55419921875,2492.997314453125,0
2024-11-02 20:45:00,2493.673095703125,2493.986083984375,2493.256591796875,2493.86669921875,0
2024-11-02 21:00:00,2491.74462890625,2495.566650390625,2491.74462890625,2494.362060546875,0
2024-11-02 21:15:00,2491.907958984375,2492.232177734375,2491.687255859375,2491.76904296875,0
2024-11-02 21:30:00,2494.1376953125,2494.767822265625,2492.09375,2492.09375,0
2024-11-02 21:45:00,2493.439208984375,2494.13916015625,2493.439208984375,2493.69384765625,266240
2024-11-02 22:00:00,2495.7998046875,2496.641357421875,2492.47119140625,2493.425537109375,0
2024-11-02 22:15:00,2493.3359375,2495.28515625,2492.399658203125,2495.28515625,0
2024-11-02 22:30:00,2493.3203125,2493.340087890625,2492.677001953125,2493.340087890625,0
2024-11-02 22:45:00,2492.4638671875,2494.020263671875,2492.4638671875,2493.95654296875,0
2024-11-02 23:00:00,2487.11376953125,2491.91357421875,2486.50146484375,2491.8984375,0
2024-11-02 23:15:00,2486.35546875,2488.48291015625,2486.2958984375,2488.48291015625,1974272
2024-11-02 23:30:00,2488.338134765625,2488.338134765625,2486.00439453125,2486.195068359375,11002880
2024-11-02 23:45:00,2490.787353515625,2491.541748046875,2487.8916015625,2487.8916015625,12789760
2024-11-03 00:00:00,2494.651611328125,2494.651611328125,2490.95458984375,2492.753662109375,0
2024-11-03 00:15:00,2493.720947265625,2494.14794921875,2493.3125,2494.04541015625,12401664
2024-11-03 00:30:00,2488.55859375,2494.761474609375,2487.38427734375,2493.639892578125,12060672
2024-11-03 00:45:00,2485.52783203125,2489.092529296875,2485.52783203125,2488.143798828125,27654144
2024-11-03 01:00:00,2482.542724609375,2485.23486328125,2482.239990234375,2483.30078125,6731776
2024-11-03 01:15:00,2483.795166015625,2484.39111328125,2480.369873046875,2482.13818359375,46029824
2024-11-03 01:30:00,2479.916015625,2484.088623046875,2479.86572265625,2483.74755859375,20959232
2024-11-03 01:45:00,2473.612548828125,2481.31494140625,2471.965087890625,2480.030029296875,78310400
